provincia;canton;num_vivienda;num_hogar;num_persona;rol_hogar;sexo_nacim;anios;cultura;tip_colegio;nivel_academic;ocupacion;estado_conyugal;hijos;area;discapacidad;idiomas;tipo_vivienda
1;1;120;1;2;2;2;39;6;0;5;99;5;2;2;8;2;5
1;1;120;1;3;3;1;14;6;1;6;99;6;99;2;8;2;5
1;1;120;1;4;3;2;12;6;1;6;99;6;99;2;8;2;5
1;1;121;1;1;1;2;66;6;0;5;99;5;3;2;1;2;1
1;1;121;1;2;2;1;65;6;0;5;3;5;99;2;8;2;1
1;1;121;1;3;3;1;38;6;0;1;1;6;99;2;7;2;1
1;1;121;1;4;3;1;33;6;0;1;1;6;99;2;6;2;1
1;1;122;1;1;1;1;20;6;0;8;3;1;99;2;8;2;4
1;1;122;1;2;2;2;23;6;0;8;99;1;99;2;8;2;4
1;1;123;1;1;1;1;28;6;0;5;1;5;99;1;8;2;4
1;1;123;1;2;2;2;29;6;0;5;99;5;2;1;8;2;4
1;1;123;1;3;3;1;10;6;1;6;99;0;99;1;8;2;4
1;1;123;1;4;3;2;7;6;1;6;99;0;99;1;8;2;4
1;1;124;1;1;1;2;34;6;0;8;6;6;2;1;8;2;4
1;1;124;1;2;3;2;13;6;1;6;99;6;99;1;8;2;4
1;1;124;1;3;3;1;1;6;0;1;99;0;99;1;8;2;4
1;1;125;1;1;1;1;50;6;0;5;6;2;99;1;8;2;4
1;1;125;1;2;3;1;25;6;0;7;6;6;99;1;8;2;4
1;1;125;1;3;5;2;18;6;0;6;99;6;1;1;8;2;4
1;1;125;1;4;6;2;2;6;4;2;99;0;99;1;8;2;4
1;1;126;1;1;1;1;59;6;0;5;99;5;99;2;1;2;1
1;1;126;1;2;2;2;55;6;0;5;3;5;5;2;5;2;1
1;1;126;1;3;3;1;25;6;1;11;99;6;99;2;8;2;1
1;1;126;1;4;8;2;83;6;0;1;99;4;99;2;1;6;1
1;1;127;1;1;1;2;61;6;0;11;99;5;3;1;8;2;2
1;1;127;1;2;2;1;64;6;0;8;99;5;99;1;8;2;2
1;1;127;1;3;3;2;36;6;0;11;1;6;99;1;8;2;2
1;1;127;1;4;3;1;29;6;0;10;99;6;99;1;8;2;2
1;1;128;1;1;1;1;29;6;0;8;1;1;99;2;8;2;3
1;1;128;1;2;2;2;30;6;0;8;99;1;2;2;8;2;3
1;1;128;1;3;3;1;6;6;3;6;99;0;99;2;8;2;3
1;1;128;1;4;4;2;13;6;3;6;99;6;99;2;8;2;3
1;1;129;1;1;1;1;30;6;0;5;7;5;99;2;8;2;1
1;1;129;1;2;2;2;29;6;0;8;99;5;1;2;8;2;1
1;1;129;1;3;3;2;12;6;1;6;99;6;99;2;8;2;1
1;1;131;1;1;1;1;60;6;0;5;99;6;99;2;8;2;1
1;1;132;1;1;1;1;41;6;0;5;1;5;99;1;8;2;6
1;1;132;1;2;2;2;41;6;0;7;99;5;2;1;8;2;6
1;1;132;1;3;3;1;14;6;1;6;99;6;99;1;8;2;6
1;1;132;1;4;3;1;12;6;1;6;99;6;99;1;8;2;6
1;1;133;1;1;1;1;60;6;0;7;6;1;99;1;8;7;4
1;1;133;1;2;2;2;57;6;0;11;6;1;2;1;8;2;4
1;1;134;1;1;1;1;62;6;0;5;6;6;99;2;1;2;1
1;1;135;1;1;1;1;57;6;0;5;99;5;99;2;8;6;1
1;1;135;1;2;2;2;62;6;0;4;6;5;4;2;8;6;1
1;1;136;1;1;1;1;51;1;0;5;99;5;99;2;8;2;1
1;1;136;1;2;2;2;46;1;0;5;99;5;2;2;8;2;1
1;1;137;1;1;1;1;44;6;0;7;1;5;99;1;8;2;4
1;1;137;1;2;2;2;53;6;0;7;99;5;4;1;8;2;4
1;1;137;1;3;3;1;18;6;1;8;99;6;99;1;8;2;4
1;1;137;1;4;3;2;12;6;1;6;99;6;99;1;8;2;4
1;1;138;1;1;1;1;38;6;0;5;1;1;99;2;8;2;6
1;1;138;1;2;2;2;36;6;0;5;99;1;1;2;8;2;6
1;1;138;1;3;3;1;3;6;0;1;99;0;99;2;8;2;6
1;1;139;1;1;1;1;43;6;0;12;1;5;99;1;8;2;1
1;1;139;1;2;2;2;39;6;0;11;1;5;4;1;8;2;1
1;1;139;1;3;3;1;20;6;2;11;1;6;99;1;8;2;1
1;1;139;1;4;3;2;18;6;2;11;99;6;99;1;8;2;1
1;1;139;1;5;3;2;8;6;0;6;99;0;99;1;8;2;1
1;1;139;1;6;3;1;;6;0;1;99;0;99;1;8;0;1
1;1;140;1;1;1;2;26;6;0;8;99;3;99;2;8;2;1
1;1;140;1;2;3;1;4;6;0;3;99;0;99;2;8;2;1
1;1;141;1;1;1;2;39;6;0;8;99;6;3;1;8;2;4
1;1;141;1;2;3;2;21;6;2;11;99;6;99;1;8;2;4
1;1;141;1;3;3;2;20;6;2;11;99;6;99;1;8;2;4
1;1;141;1;4;3;2;18;6;1;8;99;6;99;1;8;2;4
1;1;142;1;1;1;1;43;6;0;6;1;5;99;2;8;2;2
1;1;142;1;2;2;2;39;6;0;6;4;5;2;2;8;2;2
1;1;142;1;3;3;2;22;6;0;8;1;6;1;2;8;2;2
1;1;142;1;4;3;1;20;6;0;8;99;6;99;2;7;4;2
1;1;142;1;5;6;2;2;6;0;1;99;0;99;2;3;2;2
1;1;143;1;1;1;1;31;6;0;11;6;5;99;2;8;2;2
1;1;143;1;2;2;2;31;5;0;12;6;5;2;2;8;2;2
1;1;143;1;3;3;2;8;6;2;6;99;0;99;2;8;2;2
1;1;143;1;4;3;2;4;6;2;6;99;0;99;2;8;2;2
1;1;143;1;5;7;2;53;6;0;8;6;3;3;2;8;2;2
1;1;145;1;1;1;1;79;6;0;5;99;5;99;2;8;2;1
1;1;145;1;2;2;2;75;6;0;5;99;5;6;2;8;2;1
1;1;146;1;1;1;2;56;6;0;8;6;4;99;1;8;2;4
1;1;147;1;1;1;1;55;6;0;11;6;3;99;1;8;2;4
1;1;148;1;1;1;1;31;6;0;12;1;6;99;2;8;7;4
1;1;149;1;1;1;2;49;6;0;5;99;5;3;2;2;2;1
1;1;149;1;2;2;1;50;6;0;7;99;5;99;2;8;2;1
1;1;149;1;3;3;1;23;6;1;8;6;1;99;2;8;2;1
1;1;149;1;4;3;1;13;6;1;6;99;6;99;2;8;2;1
1;1;149;1;5;9;2;17;6;1;6;99;1;99;2;8;2;1
1;1;150;1;1;1;2;19;6;1;11;99;6;99;1;8;2;5
1;1;151;1;1;1;1;20;6;1;11;1;1;99;1;8;2;4
1;1;151;1;2;2;2;25;6;0;8;1;1;1;1;8;2;4
1;1;151;1;3;3;2;2;6;2;2;99;0;99;1;8;2;4
1;1;153;1;1;1;2;24;6;0;8;6;1;99;1;8;2;4
1;1;153;1;2;2;1;25;6;0;11;7;6;99;1;8;2;4
1;1;154;1;1;1;1;58;6;0;11;6;5;99;1;8;2;4
1;1;154;1;2;2;2;56;6;0;11;99;5;2;1;8;2;4
1;1;154;1;3;3;2;24;6;2;11;99;6;99;1;8;2;4
1;1;154;1;4;3;2;22;6;2;6;99;6;1;1;8;2;4
1;1;155;1;1;1;2;44;6;0;6;6;2;4;2;8;2;4
1;1;155;1;2;3;2;18;6;0;8;6;6;99;2;8;2;4
1;1;155;1;3;3;2;12;6;1;6;99;6;99;2;8;2;4
1;1;155;1;4;3;1;12;6;1;6;99;6;99;2;6;2;4
1;1;156;1;1;1;1;78;6;0;5;99;5;99;2;8;2;1
1;1;156;1;2;2;2;76;6;0;5;99;5;1;2;8;2;1
1;1;156;1;3;3;2;27;6;0;6;4;2;2;2;8;2;1
1;1;156;1;4;6;1;10;6;1;6;99;0;99;2;8;2;1
1;1;156;1;5;6;2;4;6;1;3;99;0;99;2;8;2;1
1;1;157;1;1;1;1;64;6;0;5;1;6;99;1;8;2;1
1;1;157;1;2;3;1;23;6;0;8;99;6;99;1;8;2;1
1;1;158;1;1;1;1;57;6;0;8;6;5;99;2;8;2;1
1;1;158;1;2;2;2;57;6;0;8;1;5;2;2;8;2;1
1;1;158;1;3;3;2;29;6;0;11;1;6;1;2;8;2;1
1;1;158;1;4;3;1;20;6;2;11;99;6;99;2;8;2;1
1;1;158;1;5;6;2;7;6;2;6;99;0;99;2;8;2;1
1;1;159;1;1;1;2;80;6;0;1;99;4;5;2;4;2;5
1;1;160;1;1;1;1;24;6;0;11;5;6;99;1;8;7;4
1;1;161;1;1;1;1;38;6;0;5;6;1;99;2;8;2;5
1;1;161;1;2;2;2;33;6;0;5;99;1;2;2;8;2;5
1;1;161;1;3;3;1;18;6;0;8;3;6;99;2;8;2;5
1;1;161;1;4;3;1;16;6;1;8;99;6;99;2;8;2;5
1;1;162;1;1;1;1;56;6;0;5;1;5;99;2;8;2;1
1;1;162;1;2;2;2;51;6;0;5;3;5;2;2;8;2;1
1;1;162;1;3;3;1;24;6;0;11;99;1;99;2;8;2;1
1;1;162;1;4;5;2;21;6;0;8;99;1;99;2;8;2;1
1;1;162;1;5;6;1;9;6;1;6;99;0;99;2;8;2;1
1;1;163;1;1;1;1;42;6;0;5;99;5;99;1;8;2;4
1;1;163;1;2;2;2;34;6;0;11;99;5;2;1;8;2;4
1;1;163;1;3;3;1;10;6;1;6;99;0;99;1;8;2;4
1;1;163;1;4;3;1;4;6;1;3;99;0;99;1;8;2;4
1;1;164;1;1;1;2;49;6;2;11;9;1;99;1;9;2;1
1;1;164;1;2;2;1;50;6;2;11;9;1;99;1;9;2;1
1;1;164;1;3;3;1;18;6;2;8;99;6;99;1;9;2;1
1;1;164;1;4;3;2;14;6;2;6;99;6;99;1;9;2;1
1;1;165;1;1;1;1;75;6;0;5;6;3;99;2;8;2;1
1;1;165;1;2;3;1;52;6;0;12;2;6;99;2;8;2;1
1;1;166;1;1;1;2;68;6;0;5;6;4;1;1;8;2;1
1;1;167;1;1;1;1;43;6;0;5;9;6;99;2;9;2;1
1;1;168;1;1;1;1;30;6;0;8;1;1;99;1;8;2;4
1;1;168;1;2;2;2;26;6;0;8;99;1;2;1;8;2;4
1;1;168;1;3;3;1;10;6;1;6;99;0;99;1;8;2;4
1;1;168;1;4;3;2;8;6;1;6;99;0;99;1;8;2;4
1;1;169;1;1;1;1;64;6;0;7;6;3;99;1;8;2;2
1;1;169;1;2;2;2;49;6;0;7;6;3;3;1;8;2;2
1;1;169;1;3;3;1;24;6;2;11;99;6;99;1;8;2;2
1;1;169;1;4;3;2;20;6;2;11;99;6;99;1;8;2;2
1;1;169;1;5;3;1;15;6;2;8;99;6;99;1;8;2;2
1;1;170;1;1;1;1;59;6;0;5;3;2;99;2;8;2;3
1;1;171;1;1;1;2;67;6;0;5;3;6;99;2;8;2;5
1;1;172;1;1;1;1;52;6;0;7;7;5;99;1;8;2;1
1;1;172;1;2;2;2;47;6;0;8;1;5;3;1;8;2;1
1;1;172;1;3;3;1;21;6;2;11;99;6;99;1;8;2;1
1;1;172;1;4;3;1;20;6;2;11;99;6;99;1;8;2;1
1;1;172;1;5;3;2;10;6;3;6;99;0;99;1;8;2;1
1;1;173;1;1;1;2;54;6;0;8;3;5;4;2;6;2;1
1;1;173;1;2;3;1;15;6;1;6;99;6;99;2;8;2;1
1;1;174;1;1;1;1;71;6;0;8;99;6;99;1;8;2;5
1;1;174;1;2;7;2;94;6;0;5;99;4;7;1;8;2;5
1;1;175;1;1;1;2;25;6;1;11;6;6;99;1;8;2;4
1;1;175;1;2;9;2;77;6;0;5;6;3;4;1;7;2;4
1;1;176;1;1;1;2;48;6;0;11;1;2;1;1;8;7;1
1;1;176;1;2;3;2;24;6;2;11;99;6;99;1;8;7;1
1;1;177;1;1;1;2;51;6;0;5;6;5;2;2;8;2;1
1;1;177;1;2;2;1;53;6;0;5;6;5;99;2;8;2;1
1;1;177;1;3;3;1;21;6;2;10;6;6;99;2;8;2;1
1;1;177;1;4;3;1;9;6;1;6;99;0;99;2;8;2;1
1;1;177;1;5;6;1;9;6;1;6;99;0;99;2;8;2;1
1;1;178;1;1;1;1;75;6;0;1;99;6;99;1;8;2;4
1;1;179;1;1;1;2;18;6;1;11;99;6;99;1;8;2;4
1;1;179;1;2;7;2;42;6;0;7;99;3;2;1;8;2;4
1;1;179;1;3;9;2;35;6;0;8;6;6;99;1;8;2;4
1;1;180;1;1;1;1;36;6;0;8;2;5;99;1;8;2;2
1;1;180;1;2;2;2;37;6;0;11;99;5;2;1;8;2;2
1;1;180;1;3;3;2;5;6;1;6;99;0;99;1;8;2;2
1;1;180;1;4;3;2;5;6;1;6;99;0;99;1;8;5;2
1;1;182;1;1;1;1;32;6;0;8;99;5;99;1;8;2;4
1;1;182;1;2;2;2;34;6;0;8;99;5;1;1;8;2;4
1;1;182;1;3;3;2;10;6;1;6;99;0;99;1;8;2;4
1;1;183;1;1;1;2;41;6;0;11;1;6;1;1;8;2;4
1;1;183;1;2;3;1;11;7;1;6;99;0;99;1;8;2;4
1;1;183;1;3;9;2;48;6;0;12;1;6;2;1;8;2;4
1;1;183;1;4;9;1;21;6;2;11;4;6;99;1;8;2;4
1;1;184;1;1;1;2;41;6;0;8;6;6;2;1;8;2;4
1;1;184;1;2;3;2;19;6;1;11;99;6;99;1;8;2;4
1;1;184;1;3;3;2;11;6;3;6;99;0;99;1;8;2;4
1;1;185;1;1;1;1;55;6;0;5;6;5;99;1;8;2;1
1;1;185;1;2;2;2;53;6;0;5;6;5;3;1;8;2;1
1;1;185;1;3;3;2;33;6;0;12;99;5;1;1;8;2;1
1;1;185;1;4;3;1;27;6;0;11;6;5;99;1;8;2;1
1;1;185;1;5;3;2;23;6;0;8;9;6;99;1;9;2;1
1;1;185;1;6;3;1;15;6;0;6;9;6;99;1;9;2;1
1;1;185;1;7;6;2;4;6;0;1;99;0;99;1;9;2;1
1;1;186;1;1;1;1;61;6;0;5;3;5;99;2;8;2;1
1;1;186;1;2;2;2;65;6;0;5;99;5;4;2;8;2;1
1;1;186;1;3;3;2;35;6;0;5;99;6;1;2;8;2;1
1;1;186;1;4;6;1;;6;0;1;99;0;99;2;8;0;1
1;1;187;1;1;1;1;36;6;0;11;5;1;99;1;8;2;5
1;1;187;1;2;2;2;35;6;0;13;1;1;1;1;8;2;5
1;1;187;1;3;3;2;;6;0;1;99;0;99;1;8;0;5
1;1;188;1;1;1;2;72;6;0;5;6;2;6;1;1;2;4
1;1;188;1;2;3;2;6;6;1;6;99;0;99;1;8;2;4
1;1;188;1;3;10;2;26;6;0;5;8;6;1;1;8;2;4
1;1;189;1;1;1;2;60;6;0;1;99;4;5;2;8;2;3
1;1;189;1;2;3;1;30;6;0;5;99;2;99;2;8;2;3
1;1;189;1;3;6;1;15;6;1;8;99;6;99;2;8;2;3
1;1;189;1;4;6;2;3;6;0;1;99;0;99;2;8;2;3
1;1;190;1;1;1;1;33;6;0;11;1;5;99;2;8;2;3
1;1;190;1;2;2;2;33;6;0;11;1;5;1;2;8;2;3
1;1;190;1;3;3;2;6;6;2;6;99;0;99;2;8;2;3
1;1;192;1;1;1;2;90;6;0;1;99;4;4;2;8;2;1
1;1;192;1;2;6;1;21;6;0;8;6;6;99;2;8;2;1
1;1;193;1;1;1;1;43;6;0;8;1;6;99;2;8;2;2
1;1;193;1;2;2;2;33;6;0;5;6;6;3;2;8;2;2
1;1;193;1;3;3;1;17;6;1;8;99;6;99;2;8;2;2
1;1;193;1;4;3;2;12;6;1;6;99;6;99;2;8;2;2
1;1;193;1;5;3;2;10;6;1;6;99;0;99;2;8;2;2
1;1;194;1;1;1;2;45;6;0;5;99;6;3;2;5;2;1
1;1;194;1;2;3;2;24;6;1;11;99;6;99;2;8;2;1
1;1;194;1;3;3;2;22;6;1;11;99;6;99;2;5;2;1
1;1;194;1;4;3;2;20;6;0;8;99;6;1;2;8;2;1
1;1;194;1;5;6;2;;6;0;1;99;0;99;2;8;0;1
1;1;196;1;1;1;2;55;6;0;5;1;5;11;2;8;2;1
1;1;196;1;2;2;1;65;6;0;5;99;5;99;2;8;2;1
1;1;196;1;3;3;1;34;6;0;5;1;6;99;2;8;2;1
1;1;196;1;4;3;1;25;6;0;8;1;6;99;2;8;2;1
1;1;196;1;5;3;1;23;6;0;8;1;6;99;2;8;2;1
1;1;196;1;6;3;2;21;6;0;8;99;6;1;2;8;2;1
1;1;196;1;7;3;2;20;6;0;8;99;6;1;2;8;2;1
1;1;196;1;8;3;2;18;6;0;8;99;6;99;2;8;2;1
1;1;196;1;9;3;2;15;6;0;8;99;6;99;2;8;2;1
1;1;196;1;10;3;2;13;6;1;6;99;6;99;2;8;2;1
1;1;196;1;11;5;2;21;6;0;8;99;1;99;2;8;2;1
1;1;196;1;12;6;2;;6;0;1;99;0;99;2;8;0;1
1;1;197;1;1;1;1;64;6;0;12;99;6;99;1;8;2;1
1;1;197;1;2;2;2;68;6;0;5;99;6;0;1;8;2;1
1;1;198;1;1;1;2;34;6;0;11;1;5;2;1;8;2;2
1;1;198;1;2;2;1;37;6;0;11;1;5;99;1;8;2;2
1;1;198;1;3;3;2;14;6;1;8;99;6;99;1;8;2;2
1;1;198;1;4;3;1;1;6;0;1;99;0;99;1;8;2;2
1;1;199;1;1;1;1;40;6;0;12;2;5;99;2;8;2;2
1;1;199;1;2;2;2;40;6;0;11;1;5;2;2;8;2;2
1;1;199;1;3;3;1;10;6;2;6;99;0;99;2;8;2;2
1;1;199;1;4;3;2;6;6;2;6;99;0;99;2;8;2;2
1;1;200;1;1;1;2;48;6;0;7;1;3;2;2;8;2;4
1;1;200;1;2;3;1;15;6;3;6;99;6;99;2;8;2;4
1;1;201;1;1;1;2;79;6;0;1;99;4;99;2;7;2;1
1;1;201;1;2;9;2;78;6;0;1;99;4;99;2;7;2;1
1;1;202;1;1;1;1;45;6;0;11;1;6;99;1;8;2;5
1;1;202;1;2;9;1;19;6;2;11;99;6;99;1;8;2;5
1;1;202;1;3;9;1;17;6;1;8;99;6;99;1;8;2;5
1;1;202;1;4;9;2;14;6;2;8;99;6;99;1;8;2;5
1;1;203;1;1;1;1;67;6;0;11;7;5;99;2;4;2;2
1;1;203;1;2;2;2;60;7;0;7;1;5;3;2;5;2;2
1;1;204;1;1;1;1;29;6;0;6;1;1;99;2;8;2;4
1;1;204;1;2;2;2;29;6;0;10;6;1;2;2;8;2;4
1;1;204;1;3;3;2;5;6;1;6;99;0;99;2;8;2;4
1;1;204;1;4;3;1;3;6;0;1;99;0;99;2;8;2;4
1;1;204;1;5;9;2;32;6;0;8;1;6;4;2;8;2;4
1;1;204;1;6;9;1;30;6;0;8;3;6;99;2;8;2;4
1;1;204;1;7;9;2;6;6;0;1;99;0;99;2;8;2;4
1;1;204;1;8;10;1;48;6;0;5;3;6;99;2;8;2;4
1;1;205;1;1;1;1;63;6;0;5;9;4;99;1;9;2;1
1;1;207;1;1;1;2;54;6;0;6;99;6;4;1;8;2;4
1;1;207;1;2;3;1;29;6;0;8;1;6;99;1;8;2;4
1;1;207;1;3;3;1;27;6;1;10;1;6;99;1;8;2;4
1;1;207;1;4;3;1;23;6;0;8;1;6;99;1;8;2;4
1;1;207;1;5;3;2;21;6;2;11;6;6;99;1;8;2;4
1;1;208;1;1;1;1;31;6;0;12;6;5;99;1;8;2;5
1;1;208;1;2;2;2;29;6;0;12;6;5;99;1;8;2;5
1;1;209;1;1;1;1;65;6;0;7;99;5;99;1;7;2;2
1;1;209;1;2;2;2;60;6;0;7;99;5;3;1;7;2;2
1;1;209;1;3;3;1;31;6;0;8;99;6;99;1;8;2;2
1;1;209;1;4;3;2;27;6;0;8;1;6;99;1;8;2;2
1;1;210;1;1;1;1;70;6;0;5;99;5;99;1;8;2;1
1;1;210;1;2;2;2;67;6;0;5;99;5;6;1;8;2;1
1;1;210;1;3;3;2;35;6;0;7;1;6;2;1;8;2;1
1;1;210;1;4;6;1;16;6;1;8;99;6;99;1;8;2;1
1;1;210;1;5;6;1;16;5;1;8;99;6;99;1;8;2;1
1;1;210;2;1;1;1;45;6;0;7;6;5;99;1;8;2;1
1;1;210;2;2;2;2;41;6;0;7;1;5;3;1;8;2;1
1;1;210;2;3;3;2;25;6;1;11;99;6;99;1;8;2;1
1;1;210;2;4;3;1;13;6;1;6;99;6;99;1;8;2;1
1;1;210;2;5;3;2;11;6;1;6;99;0;99;1;8;2;1
1;1;211;1;1;1;1;39;6;0;5;3;2;99;2;8;2;5
1;1;212;1;1;1;1;25;6;0;8;1;6;99;1;8;2;4
1;1;212;1;2;10;1;22;6;0;8;1;6;99;1;8;2;4
1;1;213;1;1;1;1;71;6;0;5;99;5;99;2;8;2;1
1;1;213;1;2;2;2;59;6;0;5;6;5;4;2;8;2;1
1;1;213;1;3;3;2;23;6;0;8;99;6;99;2;8;2;1
1;1;214;1;1;1;2;62;6;0;11;2;3;1;2;8;2;5
1;1;215;1;1;1;1;74;6;0;12;99;5;99;2;8;7;1
1;1;215;1;2;2;2;64;6;0;7;99;5;2;2;8;7;1
1;1;216;1;1;1;2;34;6;1;11;99;6;99;2;9;2;1
1;1;216;1;2;3;1;;6;0;1;99;0;99;2;9;0;1
1;1;217;1;1;1;1;83;6;0;5;99;5;99;1;8;2;1
1;1;217;1;2;2;2;83;6;0;5;99;5;8;1;7;2;1
1;1;217;1;3;3;2;64;6;0;1;99;6;99;1;6;2;1
1;1;217;1;4;3;2;63;6;0;7;6;3;1;1;8;2;1
1;1;217;1;5;3;1;60;6;0;5;1;6;99;1;8;2;1
1;1;217;1;6;3;1;45;6;0;5;3;6;99;1;8;2;1
1;1;217;1;7;3;1;40;6;0;5;1;6;99;1;8;2;1
1;1;217;1;8;3;1;36;6;0;5;1;6;99;1;8;2;1
1;1;218;1;1;1;1;40;6;0;11;5;5;99;1;8;2;3
1;1;218;1;2;2;2;42;6;0;11;1;5;3;1;8;2;3
1;1;218;1;3;3;1;12;6;2;6;99;6;99;1;8;7;3
1;1;218;1;4;3;1;10;6;2;6;99;0;99;1;8;7;3
1;1;218;1;5;3;1;7;6;2;6;99;0;99;1;8;7;3
1;1;219;1;1;1;1;29;6;0;11;1;3;99;2;8;7;4
1;1;219;1;2;2;2;24;6;0;8;1;6;99;2;8;2;4
1;1;220;1;1;1;1;57;6;0;5;1;5;99;1;8;2;5
1;1;220;1;2;2;2;54;6;0;7;99;5;2;1;8;2;5
1;1;220;1;3;3;2;31;6;0;8;6;6;99;1;8;2;5
1;1;220;1;4;3;2;24;6;0;8;1;6;99;1;8;2;5
1;1;221;1;1;1;1;63;7;0;5;99;5;99;1;8;2;1
1;1;221;1;2;2;2;64;7;0;5;6;5;6;1;8;2;1
1;1;221;1;3;3;2;41;6;0;8;99;6;2;1;8;2;1
1;1;221;1;4;6;2;8;6;1;6;99;0;99;1;8;2;1
1;1;222;1;1;1;1;32;6;0;11;1;5;99;1;8;2;4
1;1;222;1;2;2;2;31;6;0;12;2;5;1;1;8;2;4
1;1;222;1;3;3;2;;6;0;1;99;0;99;1;8;0;4
1;1;223;1;1;1;2;73;6;0;7;99;3;4;1;8;2;3
1;1;223;1;2;3;1;39;7;0;7;1;6;99;1;8;2;3
1;1;223;1;3;6;1;23;7;2;11;1;1;99;1;8;2;3
1;1;223;1;4;9;2;23;6;1;11;1;1;99;1;8;7;3
1;1;224;1;1;1;2;61;6;0;6;1;4;8;2;8;2;3
1;1;224;1;2;3;2;41;6;0;8;1;6;2;2;8;2;3
1;1;224;1;3;3;2;27;6;0;8;1;6;3;2;8;2;3
1;1;224;1;4;3;1;26;6;0;8;99;6;99;2;8;2;3
1;1;224;1;5;6;2;17;6;1;8;99;6;99;2;8;2;3
1;1;224;1;6;6;1;13;6;1;6;99;6;99;2;8;2;3
1;1;224;1;7;6;1;11;6;1;6;99;0;99;2;8;2;3
1;1;224;1;8;6;2;9;6;1;6;99;0;99;2;8;2;3
1;1;224;1;9;6;2;6;6;1;6;99;0;99;2;8;2;3
1;1;224;1;10;9;2;53;6;0;1;99;6;99;2;6;2;3
1;1;225;1;1;1;2;63;6;0;1;6;2;3;2;8;2;1
1;1;226;1;1;1;2;20;6;0;6;99;6;0;2;8;2;5
1;1;226;1;2;3;1;2;6;1;2;99;0;99;2;8;2;5
1;1;227;1;1;1;1;53;6;0;8;2;5;99;2;8;2;1
1;1;227;1;2;2;2;45;6;1;6;99;5;2;2;8;2;1
1;1;227;1;3;3;1;22;6;2;11;2;6;99;2;8;2;1
1;1;227;1;4;3;2;18;6;1;8;99;6;99;2;8;2;1
1;1;228;1;1;1;1;45;6;1;11;9;6;99;1;9;2;4
1;1;229;1;1;1;1;52;6;0;5;99;5;99;2;8;2;1
1;1;229;1;2;2;2;51;6;0;5;99;5;99;2;8;2;1
1;1;229;1;3;3;2;18;6;1;8;99;6;99;2;8;2;1
1;1;229;1;4;3;1;16;6;1;8;99;6;99;2;8;2;1
1;1;229;1;5;3;2;13;6;1;6;99;6;99;2;8;2;1
1;1;229;1;6;3;2;10;6;1;6;99;0;99;2;8;2;1
1;1;230;1;1;1;2;27;6;0;6;1;2;2;1;8;2;4
1;1;230;1;2;3;1;9;6;1;6;99;0;99;1;8;2;4
1;1;230;1;3;3;1;7;6;1;6;99;0;99;1;8;2;4
1;1;231;1;1;1;2;24;6;0;8;1;1;2;2;8;2;5
1;1;231;1;2;2;1;40;6;0;8;1;1;99;2;8;2;5
1;1;231;1;3;3;2;6;6;1;6;99;0;99;2;8;2;5
1;1;231;1;4;3;1;2;6;0;1;99;0;99;2;8;2;5
1;1;231;1;5;9;2;75;6;0;1;6;4;2;2;8;2;5
1;1;231;1;6;9;1;20;6;0;8;1;6;99;2;6;2;5
1;1;231;1;7;9;1;19;6;1;8;99;6;99;2;8;2;5
1;1;232;1;1;1;2;67;6;0;5;6;3;7;1;8;2;4
1;1;232;1;2;2;1;38;6;0;1;1;5;99;1;8;2;4
1;1;232;1;3;3;2;36;6;0;5;1;5;2;1;8;2;4
1;1;232;1;4;3;2;;6;0;1;99;0;99;1;8;0;4
1;1;232;1;5;6;2;7;6;1;6;99;0;99;1;8;2;4
1;1;232;2;1;1;1;36;6;0;8;1;5;99;1;8;2;1
1;1;232;2;2;2;2;34;6;0;8;1;5;2;1;8;2;1
1;1;232;2;3;3;2;5;6;2;6;99;0;99;1;8;2;1
1;1;232;2;4;3;1;0;6;0;1;99;0;99;1;8;0;1
1;1;233;1;1;1;1;22;6;0;8;3;5;99;2;8;2;4
1;1;233;1;2;2;2;21;6;0;8;99;5;0;2;8;2;4
1;1;233;1;3;3;1;3;6;0;1;99;0;99;2;8;2;4
1;1;234;1;1;1;2;70;6;0;5;99;4;99;2;8;2;1
1;1;234;1;2;3;2;33;6;0;7;1;6;99;2;8;2;1
1;1;234;1;3;6;2;18;6;0;8;99;6;99;2;8;2;1
1;1;234;1;4;6;2;9;6;1;6;99;0;99;2;8;2;1
1;1;234;1;5;6;2;7;6;1;6;99;0;99;2;8;2;1
1;1;235;1;1;1;1;29;6;0;11;6;1;99;1;8;2;4
1;1;235;1;2;2;2;32;6;0;10;6;1;99;1;8;2;4
1;1;235;1;3;9;1;26;6;0;5;1;6;99;1;8;2;4
1;1;236;1;1;1;1;20;6;0;8;99;6;99;1;8;2;4
1;1;236;1;2;10;2;29;6;0;11;1;6;99;1;8;2;4
1;1;236;1;3;10;2;27;6;0;7;99;6;99;1;8;2;4
1;1;237;1;1;1;1;39;6;0;7;6;5;99;2;8;2;2
1;1;237;1;2;2;2;34;6;0;5;99;5;3;2;8;2;2
1;1;237;1;3;3;2;16;6;3;8;99;6;99;2;8;2;2
1;1;237;1;4;3;1;15;6;3;8;7;6;99;2;8;2;2
1;1;237;1;5;3;1;1;6;2;2;99;0;99;2;8;2;2
1;1;238;1;1;1;2;54;6;0;8;6;2;3;1;8;2;4
1;1;238;1;2;3;2;33;6;1;8;6;6;2;1;8;2;4
1;1;238;1;3;3;2;26;6;0;8;1;2;2;1;8;2;4
